Nr źródła;C [%];Si [%];S [%];P [%];Mg [%];Mn [%];Ni [%];Cu [%];Mo [%];Cr [%];Al [%];Sn [%];B [%];V [%];Wydzielenia grafitu [mm-2];Udział wydzieleń grafitu [%];Średnica sferoidów [μm];Wielkość sferoidów;Nodularity [%];Udział perlitu [%];Udział ferrytu [%];Rm [MPa] (as cast);A5 [%]     (as cast);Minimalna grubość ścianki [mm];Temperatura austenityzacji [˚C];Czas austenityzacji [min.];Temperatura przemiany izotermicznej [˚C];Czas przemiany izotermicznej [min.];Rm [MPa];R0,2 [MPa];A5 [%];Twardość Brinella [HB];Twardość Rockwella [HRC];Twardość Rockwella [HRA];Twardość Rockwella [HRB];Twardość Vickersa [HV];Udarność Charpy [J];Temperatura pomiaru udarności [˚C];Udział austenitu %;Martensite volume fraction Xα';Retained austenite volume fraction XγR 
41;3,3;2,2;0,012;0,02;0,055;0,1;1,49;1,03;;;;;;;275;;;;;;;;;12,5;880;120;360;120;883;711;7,1;228;;;;;;;;;
41;3,7;2,45;0,015;0,035;0,055;0,18;0,49;0,59;;;;;;;275;;;;;;;;;12,5;880;120;360;120;925;704;8,5;253;;;;;;;;;
41;3,3;2,2;0,012;0,02;0,055;0,1;1,49;1,03;;;;;;;150;;;;;;;;;25;880;120;360;120;808;652;9,3;221;;;;;;;;;
41;3,7;2,45;0,015;0,035;0,055;0,18;0,49;0,59;;;;;;;150;;;;;;;;;25;880;120;360;120;919;675;8,6;249;;;;;;;;;
41;3,3;2,2;0,012;0,02;0,055;0,1;1,49;1,03;;;;;;;100;;;;;;;;;50;880;120;360;120;1018;720;7,4;238;;;;;;;;;
41;3,7;2,45;0,015;0,035;0,055;0,18;0,49;0,59;;;;;;;100;;;;;;;;;50;880;120;360;120;923;646;8,1;226;;;;;;;;;
41;3,3;2,2;0,012;0,02;0,055;0,1;1,49;1,03;;;;;;;275;;;;;;;;;12,5;860;120;380;120;852;648;8,5;228;;;;;;;;;
41;3,7;2,45;0,015;0,035;0,055;0,18;0,49;0,59;;;;;;;275;;;;;;;;;12,5;860;120;380;120;909;648;11,4;241;;;;;;;;;
41;3,3;2,2;0,012;0,02;0,055;0,1;1,49;1,03;;;;;;;150;;;;;;;;;25;860;120;380;120;842;683;11,4;231;;;;;;;;;
41;3,7;2,45;0,015;0,035;0,055;0,18;0,49;0,59;;;;;;;150;;;;;;;;;25;860;120;380;120;1052;722;6,9;280;;;;;;;;;
41;3,3;2,2;0,012;0,02;0,055;0,1;1,49;1,03;;;;;;;100;;;;;;;;;50;860;120;380;120;926;634;6,4;235;;;;;;;;;
41;3,7;2,45;0,015;0,035;0,055;0,18;0,49;0,59;;;;;;;100;;;;;;;;;50;860;120;380;120;939;695;8,2;243;;;;;;;;;
41;3,6;2,5;0,011;0,025;0,051;0,1;1,55;1;;;;;;;275;;;;;;;;;12,5;920;120;320;120;1130;901;5;308;;;;;;;;;
41;3,6;2,5;0,011;0,025;0,051;0,1;1,55;1;;;;;;;150;;;;;;;;;25;920;120;320;120;1203;953;4,8;364;;;;;;;;;
41;3,6;2,5;0,011;0,025;0,051;0,1;1,55;1;;;;;;;100;;;;;;;;;50;920;120;320;120;1257;795;4,7;345;;;;;;;;;
41;3,6;2,5;0,011;0,025;0,051;0,1;1,55;1;;;;;;;275;;;;;;;;;12,5;900;120;340;120;1062;774;6,2;282;;;;;;;;;
41;3,6;2,5;0,011;0,025;0,051;0,1;1,55;1;;;;;;;150;;;;;;;;;25;900;120;340;120;925;700;9,7;249;;;;;;;;;
41;3,6;2,5;0,011;0,025;0,051;0,1;1,55;1;;;;;;;100;;;;;;;;;50;900;120;340;120;1091;739;5;295;;;;;;;;;
41;3,6;2,5;0,011;0,025;0,051;0,1;1,55;1;;;;;;;275;;;;;;;;;12,5;880;120;360;120;883;638;7,9;229;;;;;;;;;
41;3,6;2,5;0,011;0,025;0,051;0,1;1,55;1;;;;;;;150;;;;;;;;;25;880;120;360;120;878;678;6,6;236;;;;;;;;;
41;3,6;2,5;0,011;0,025;0,051;0,1;1,55;1;;;;;;;100;;;;;;;;;50;880;120;360;120;942;662;8,5;248;;;;;;;;;
41;3,6;2,5;0,011;0,025;0,051;0,1;1,55;1;;;;;;;275;;;;;;;;;12,5;860;120;380;120;873;649;8,4;226;;;;;;;;;
41;3,6;2,5;0,011;0,025;0,051;0,1;1,55;1;;;;;;;150;;;;;;;;;25;860;120;380;120;1052;723;6,3;286;;;;;;;;;
41;3,6;2,5;0,011;0,025;0,051;0,1;1,55;1;;;;;;;100;;;;;;;;;50;860;120;380;120;932;652;11,9;235;;;;;;;;;
41;3,45;2,55;0,01;0,04;0,05;0,1;0,5;0,96;;;;;;;275;;;;;;;;;12,5;920;120;320;120;1183;832;2,9;254;;;;;;;;;
41;3,45;2,55;0,01;0,04;0,05;0,1;0,5;0,96;;;;;;;150;;;;;;;;;25;920;120;320;120;1252;848;3,3;360;;;;;;;;;
41;3,45;2,55;0,01;0,04;0,05;0,1;0,5;0,96;;;;;;;100;;;;;;;;;50;920;120;320;120;1191;732;5,4;328;;;;;;;;;
41;3,45;2,55;0,01;0,04;0,05;0,1;0,5;0,96;;;;;;;275;;;;;;;;;12,5;900;120;340;120;1048;848;5,4;281;;;;;;;;;
41;3,45;2,55;0,01;0,04;0,05;0,1;0,5;0,96;;;;;;;150;;;;;;;;;25;900;120;340;120;904;666;7,4;240;;;;;;;;;
41;3,45;2,55;0,01;0,04;0,05;0,1;0,5;0,96;;;;;;;100;;;;;;;;;50;900;120;340;120;1029;723;4,6;276;;;;;;;;;
41;3,45;2,55;0,01;0,04;0,05;0,1;0,5;0,96;;;;;;;275;;;;;;;;;12,5;880;120;360;120;897;647;8,3;230;;;;;;;;;
41;3,45;2,55;0,01;0,04;0,05;0,1;0,5;0,96;;;;;;;150;;;;;;;;;25;880;120;360;120;1029;714;6,5;270;;;;;;;;;
41;3,45;2,55;0,01;0,04;0,05;0,1;0,5;0,96;;;;;;;100;;;;;;;;;50;880;120;360;120;935;584;6,6;248;;;;;;;;;
41;3,45;2,55;0,01;0,04;0,05;0,1;0,5;0,96;;;;;;;275;;;;;;;;;12,5;860;120;380;120;835;642;10,8;218;;;;;;;;;
41;3,45;2,55;0,01;0,04;0,05;0,1;0,5;0,96;;;;;;;150;;;;;;;;;25;860;120;380;120;992;641;9,8;263;;;;;;;;;
41;3,45;2,55;0,01;0,04;0,05;0,1;0,5;0,96;;;;;;;100;;;;;;;;;50;860;120;380;120;989;641;10,7;245;;;;;;;;;
42;3,43;1,91;0,026;0,063;0,06;0,21;1,9;0,47;;;;;;;;;;;;;;;;14;900;120;300;120;1387;;0,5;;;;;;;;;;
42;3,43;1,91;0,026;0,063;0,06;0,21;1,9;0,47;;;;;;;;;;;;;;;;14;900;120;300;120;1390;;1,2;;;;;;;;;;
42;3,43;1,91;0,026;0,063;0,06;0,21;1,9;0,47;;;;;;;;;;;;;;;;14;900;120;300;120;1426;;0,6;;;;;;;;;;
42;3,65;2,55;0,025;0,061;0,06;0,27;1,57;0,54;;;;;;;;;;;;;;;;14;900;120;300;120;1505;;1,5;;;;;;;;;;
42;3,65;2,55;0,025;0,061;0,06;0,27;1,57;0,54;;;;;;;;;;;;;;;;14;900;120;300;120;1538;;2,7;;;;;;;;;;
42;3,65;2,55;0,025;0,061;0,06;0,27;1,57;0,54;;;;;;;;;;;;;;;;14;900;120;300;120;1541;;3;;;;;;;;;;
42;3,43;2,49;0,02;0,061;0,056;0,28;1,6;0,69;;;;;;;;;;;;;;;;14;900;120;300;120;1444;;0,6;;;;;;;;;;
42;3,43;2,49;0,02;0,061;0,056;0,28;1,6;0,69;;;;;;;;;;;;;;;;14;900;120;300;120;1449;;2,6;;;;;;;;;;
42;3,43;2,49;0,02;0,061;0,056;0,28;1,6;0,69;;;;;;;;;;;;;;;;14;900;120;300;120;1481;;2,2;;;;;;;;;;
42;3,69;2,07;0,029;0,058;0,053;0,26;1,58;0,8;;;;;;;;;;;;;;;;14;900;120;300;120;1402;;4,3;;;;;;;;;;
42;3,69;2,07;0,029;0,058;0,053;0,26;1,58;0,8;;;;;;;;;;;;;;;;14;900;120;300;120;1434;;6,3;;;;;;;;;;
42;3,69;2,07;0,029;0,058;0,053;0,26;1,58;0,8;;;;;;;;;;;;;;;;14;900;120;300;120;1433;;5;;;;;;;;;;
42;3,6;2,45;0,022;0,059;0,053;0,25;2,15;0,81;;;;;;;;;;;;;;;;14;900;120;300;120;1462;;6,9;;;;;;;;;;
42;3,6;2,45;0,022;0,059;0,053;0,25;2,15;0,81;;;;;;;;;;;;;;;;14;900;120;300;120;1484;;7,2;;;;;;;;;;
42;3,6;2,45;0,022;0,059;0,053;0,25;2,15;0,81;;;;;;;;;;;;;;;;14;900;120;300;120;1485;;5,4;;;;;;;;;;
42;3,54;2,65;0,019;0,06;0,051;0,26;1,52;0,81;;;;;;;;;;;;;;;;14;900;120;380;120;1038;;13,2;292;31;;;;;;;;
42;3,54;2,65;0,019;0,06;0,051;0,26;1,52;0,81;;;;;;;;;;;;;;;;14;900;120;360;120;1075;;12,8;310;34;;;;;;;;
42;3,54;2,65;0,019;0,06;0,051;0,26;1,52;0,81;;;;;;;;;;;;;;;;14;900;120;360;120;1128;795;7,8;321;34;;;;;;;;
42;3,54;2,65;0,019;0,06;0,051;0,26;1,52;0,81;;;;;;;;;;;;;;;;14;900;120;340;120;1203;;8,7;360;39;;;;;;;;
42;3,54;2,65;0,019;0,06;0,051;0,26;1,52;0,81;;;;;;;;;;;;;;;;14;900;120;320;120;1260;;7,3;368;40;;;;;;;;
42;3,6;2,62;0,031;0,066;0,051;0,25;0,96;0,77;;;;;;;;;;;;;;;;14;900;120;300;120;1534;;2,1;;;;;;;;;;
42;3,6;2,62;0,031;0,066;0,051;0,25;0,96;0,77;;;;;;;;;;;;;;;;14;900;120;300;120;1538;;2;;;;;;;;;;
42;3,6;2,62;0,031;0,066;0,051;0,25;0,96;0,77;;;;;;;;;;;;;;;;14;900;120;300;120;1548;;0,7;;;;;;;;;;
42;3,54;2,65;0,019;0,06;0,051;0,26;1,52;0,81;;;;;;;;;;;;;;;;14;900;120;300;120;1340;;5,2;379;41;;;;;;;;
42;3,54;2,65;0,019;0,06;0,051;0,26;1,52;0,81;;;;;;;;;;;;;;;;14;900;120;300;120;1436;1137;2,6;410;44;;;;;;;;
42;3,54;2,65;0,019;0,06;0,051;0,26;1,52;0,81;;;;;;;;;;;;;;;;14;900;120;280;120;1470;;3,8;426;45;;;;;;;;
42;3,55;2,47;0,026;0,06;0,05;0,27;1,65;0,9;;;;;;;;;;;;;;;;14;900;120;300;120;1470;;2,7;;;;;;;;;;
42;3,55;2,47;0,026;0,06;0,05;0,27;1,65;0,9;;;;;;;;;;;;;;;;14;900;120;300;120;1500;;2,2;;;;;;;;;;
42;3,55;2,47;0,026;0,06;0,05;0,27;1,65;0,9;;;;;;;;;;;;;;;;14;900;120;300;120;1497;;2,3;;;;;;;;;;
42;3,59;2,11;0,026;0,064;0,048;0,27;1,02;0,98;;;;;;;;;;;;;;;;14;900;120;300;120;1337;;2,9;;;;;;;;;;
42;3,59;2,11;0,026;0,064;0,048;0,27;1,02;0,98;;;;;;;;;;;;;;;;14;900;120;300;120;1351;;1,3;;;;;;;;;;
42;3,59;2,11;0,026;0,064;0,048;0,27;1,02;0,98;;;;;;;;;;;;;;;;14;900;120;300;120;1362;;3;;;;;;;;;;
42;3,72;2,93;0,036;0,057;0,044;0,21;0,98;0,56;;;;;;;;;;;;;;;;14;900;120;300;120;1365;;3,5;;;;;;;;;;
42;3,72;2,93;0,036;0,057;0,044;0,21;0,98;0,56;;;;;;;;;;;;;;;;14;900;120;300;120;1376;;2;;;;;;;;;;
42;3,72;2,93;0,036;0,057;0,044;0,21;0,98;0,56;;;;;;;;;;;;;;;;14;900;120;300;120;1369;;2,9;;;;;;;;;;
42;3,48;3,03;0,027;0,063;0,041;0,33;2,03;1;;;;;;;;;;;;;;;;14;900;120;300;120;1512;;2,9;;;;;;;;;;
42;3,48;3,03;0,027;0,063;0,041;0,33;2,03;1;;;;;;;;;;;;;;;;14;900;120;300;120;1461;;3,4;;;;;;;;;;
42;3,48;3,03;0,027;0,063;0,041;0,33;2,03;1;;;;;;;;;;;;;;;;14;900;120;300;120;1515;;3,9;;;;;;;;;;
42;3,8;2,91;0,035;0,061;0,037;0,32;1,5;0,71;;;;;;;;;;;;;;;;14;900;120;300;120;1475;;2;;;;;;;;;;
42;3,8;2,91;0,035;0,061;0,037;0,32;1,5;0,71;;;;;;;;;;;;;;;;14;900;120;300;120;1499;;3,3;;;;;;;;;;
42;3,8;2,91;0,035;0,061;0,037;0,32;1,5;0,71;;;;;;;;;;;;;;;;14;900;120;300;120;1493;;2,5;;;;;;;;;;
43;3,55;2,43;0,01;0,043;0,071;0,17;1,48;0,85;;;;;;;;;;;;;;;;;900;120;360;90;1065;;;299;31,5;;;;;;;;
43;3,68;2,66;0,01;0,035;0,068;0,07;1,67;0,78;;;;;;;;;;;;;;;;;900;120;280;90;1371;;;397;42,5;;;;;;;;
44;3,54;2,65;0,019;0,06;0,051;0,26;1,52;0,81;;;;;;;;;;;;;;;;;900;120;380;120;1036;;;294;30,9;;;;;;;;
44;3,54;2,65;0,019;0,06;0,051;0,26;1,52;0,81;;;;;;;;;;;;;;;;;900;120;360;120;1075;;;316;33,5;;;;;;;;
44;3,54;2,65;0,019;0,06;0,051;0,26;1,52;0,81;;;;;;;;;;;;;;;;;900;120;340;120;1203;;;361;38,8;;;;;;;;
44;3,54;2,65;0,019;0,06;0,051;0,26;1,52;0,81;;;;;;;;;;;;;;;;;900;120;320;120;1260;;;368;39,5;;;;;;;;
44;3,54;2,65;0,019;0,06;0,051;0,26;1,52;0,81;;;;;;;;;;;;;;;;;900;120;300;120;1340;;;377;40,5;;;;;;;;
44;3,54;2,65;0,019;0,06;0,051;0,26;1,52;0,81;;;;;;;;;;;;;;;;;900;120;280;120;1470;;;426;45,1;;;;;;;;
45;3,58;2,27;0,008;0,038;0,037;0,12;0,46;0,5;0;;;;;;100;;25;;80;;;741;4,26;;900;120;270;60;1033;805;4,77;305;32,3;;;;138;21;;;
45;3,58;2,27;0,008;0,038;0,037;0,12;0,46;0,5;0;;;;;;100;;25;;80;;;741;4,26;;900;120;270;120;1023;823;5,6;313;33,2;;;;132;21;;;
45;3,58;2,27;0,008;0,038;0,037;0,12;0,46;0,5;0;;;;;;100;;25;;80;;;741;4,26;;900;120;270;180;1008;818;3,71;311;33;;;;115;21;;;
45;3,58;2,27;0,008;0,038;0,037;0,12;0,46;0,5;0;;;;;;100;;25;;80;;;741;4,26;;900;120;300;60;1013;833;3,09;321;34,1;;;;133;21;;;
45;3,58;2,27;0,008;0,038;0,037;0,12;0,46;0,5;0;;;;;;100;;25;;80;;;741;4,26;;900;120;300;120;1015;832;3,73;326;34,7;;;;142;21;;;
45;3,58;2,27;0,008;0,038;0,037;0,12;0,46;0,5;0;;;;;;100;;25;;80;;;741;4,26;;900;120;300;180;1026;840;3,68;306;32,4;;;;103;21;;;
45;3,58;2,27;0,008;0,038;0,037;0,12;0,46;0,5;0;;;;;;100;;25;;80;;;741;4,26;;900;120;325;60;1241;1010;2,23;370;39,7;;;;108;21;;;19,32
45;3,58;2,27;0,008;0,038;0,037;0,12;0,46;0,5;0;;;;;;100;;25;;80;;;741;4,26;;900;120;325;120;1245;1023;2,06;363;39;;;;89;21;;;
45;3,58;2,27;0,008;0,038;0,037;0,12;0,46;0,5;0;;;;;;100;;25;;80;;;741;4,26;;900;120;325;180;1281;1041;3,66;371;39,8;;;;106;21;;;
45;3,58;2,27;0,008;0,038;0,037;0,12;0,46;0,5;0;;;;;;100;;25;;80;;;741;4,26;;900;120;350;60;1481;1188;1,46;435;45,9;;;;63;21;;;
45;3,58;2,27;0,008;0,038;0,037;0,12;0,46;0,5;0;;;;;;100;;25;;80;;;741;4,26;;900;120;350;120;1491;1240;1,27;434;45,8;;;;53;21;;;30,24
45;3,58;2,27;0,008;0,038;0,037;0,12;0,46;0,5;0;;;;;;100;;25;;80;;;741;4,26;;900;120;350;180;1509;1272;1,33;428;45,3;;;;43;21;;;
45;3,58;2,27;0,008;0,038;0,037;0,12;0,46;0,5;0;;;;;;100;;25;;80;;;741;4,26;;900;120;375;60;896;885;0,19;478;49,3;;;;;;;;
45;3,58;2,27;0,008;0,038;0,037;0,12;0,46;0,5;0;;;;;;100;;25;;80;;;741;4,26;;900;120;375;120;952;902;0,17;475;49,1;;;;;;;;
45;3,58;2,27;0,008;0,038;0,037;0,12;0,46;0,5;0;;;;;;100;;25;;80;;;741;4,26;;900;120;375;180;1154;805;0,03;493;50,4;;;;;;;;
45;3,64;2,48;0,009;0,025;0,045;0,16;0,43;0,45;0;;;;;;110;;20;;90;;;815;4,27;;900;90;300;60;1388;1235;0,56;421;44,7;;;;57;21;;;
45;3,64;2,48;0,009;0,025;0,045;0,16;0,43;0,45;0;;;;;;110;;20;;90;;;815;4,27;;900;90;300;120;1373;1250;0,4;422;44,8;;;;76;21;;;
45;3,64;2,48;0,009;0,025;0,045;0,16;0,43;0,45;0;;;;;;110;;20;;90;;;815;4,27;;900;90;300;180;1529;1268;1,69;429;45,4;;;;64;21;;;23,09
45;3,64;2,48;0,009;0,025;0,045;0,16;0,43;0,45;0;;;;;;110;;20;;90;;;815;4,27;;900;90;356;60;1089;890;3,33;333;35,5;;;;112;21;;;
45;3,64;2,48;0,009;0,025;0,045;0,16;0,43;0,45;0;;;;;;110;;20;;90;;;815;4,27;;900;90;356;120;1073;905;2,7;335;35,8;;;;126;21;;;
45;3,64;2,48;0,009;0,025;0,045;0,16;0,43;0,45;0;;;;;;110;;20;;90;;;815;4,27;;900;90;356;180;1095;913;2,98;338;36,1;;;;132;21;;;22,41
45;3,56;2,63;0,01;0,025;0,047;0,15;0,45;0,44;0;;;;;;150;;17;;90;;;735;4,49;;900;90;300;60;1380;1249;0,42;428;45,3;;;;80;21;;;
45;3,56;2,63;0,01;0,025;0,047;0,15;0,45;0,44;0;;;;;;150;;17;;90;;;735;4,49;;900;90;300;120;1543;1313;1,42;438;46,2;;;;71;21;;;
45;3,56;2,63;0,01;0,025;0,047;0,15;0,45;0,44;0;;;;;;150;;17;;90;;;735;4,49;;900;90;300;180;1602;1339;2,57;424;45;;;;76;21;;;21,45
45;3,56;2,63;0,01;0,025;0,047;0,15;0,45;0,44;0;;;;;;150;;17;;90;;;735;4,49;;900;90;359;60;1125;901;4,42;334;35,6;;;;120;21;;;
45;3,56;2,63;0,01;0,025;0,047;0,15;0,45;0,44;0;;;;;;150;;17;;90;;;735;4,49;;900;90;359;120;1116;921;3,41;339;36,2;;;;130;21;;;
45;3,56;2,63;0,01;0,025;0,047;0,15;0,45;0,44;0;;;;;;150;;17;;90;;;735;4,49;;900;90;359;180;1126;924;3,69;338;36,1;;;;134;21;;;28,42
45;3,58;2,57;0,007;0,048;0,043;0,34;0,45;0,46;0,19;;;;;;200;;12;;90;;;785;2,81;;900;90;363;60;924;778;1,11;323;34,4;;;;102;21;;;
45;3,58;2,57;0,007;0,048;0,043;0,34;0,45;0,46;0,19;;;;;;200;;12;;90;;;785;2,81;;900;90;363;120;883;813;0,43;322;34,3;;;;121;21;;;
45;3,58;2,57;0,007;0,048;0,043;0,34;0,45;0,46;0,19;;;;;;200;;12;;90;;;785;2,81;;900;90;363;180;997;821;1,31;310;32,9;;;;110;21;;;25,25
45;3,58;2,57;0,007;0,048;0,043;0,34;0,45;0,46;0,19;;;;;;200;;12;;90;;;785;2,81;;900;90;300;60;1329;1108;0,72;422;44,8;;;;92;21;;;
45;3,58;2,57;0,007;0,048;0,043;0,34;0,45;0,46;0,19;;;;;;200;;12;;90;;;785;2,81;;900;90;300;120;1197;1181;0,24;415;44,2;;;;95;21;;;42,89
45;3,58;2,57;0,007;0,048;0,043;0,34;0,45;0,46;0,19;;;;;;200;;12;;90;;;785;2,81;;900;90;300;180;1359;1195;0,64;417;44,4;;;;76;21;;;
46;3,58;2,27;0,008;0,038;0,037;0,12;0,46;0,5;0;;;;;;100;;25;;80;;;741;4,26;;900;120;300;180;1509;1272;1,33;428;45,3;;;;43;21;;;
46;3,58;2,27;0,008;0,038;0,037;0,12;0,46;0,5;0;;;;;;100;;25;;80;;;741;4,26;;900;120;350;120;1015;832;3,73;326;34,7;;;;142;21;;;
46;3,62;2,48;0,009;0,025;0,045;0,16;0,43;0,45;0;;;;;;110;;20;;90;;;815;4,27;;900;90;300;180;1529;1268;1,69;429;45,4;;;;64;21;;;
46;3,62;2,48;0,009;0,025;0,045;0,16;0,43;0,45;0;;;;;;110;;20;;90;;;815;4,27;;900;90;356;180;1095;913;2,98;338;36,1;;;;132;21;;;
46;3,56;2,63;0,01;0,025;0,047;0,15;0,45;0,44;0;;;;;;150;;17;;90;;;735;4,49;;900;90;300;180;1602;1339;2,57;424;45;;;;76;21;;;
46;3,56;2,63;0,01;0,025;0,047;0,15;0,45;0,44;0;;;;;;150;;17;;90;;;735;4,49;;900;90;356;180;1126;924;3,69;338;36,1;;;;134;21;;;
46;3,58;2,57;0,007;0,048;0,043;0,34;0,45;0,46;0,19;;;;;;200;;12;;90;;;785;2,81;;900;90;300;180;1359;1195;0,64;417;44,4;;;;76;21;;;
46;3,58;2,57;0,007;0,048;0,043;0,34;0,45;0,46;0,19;;;;;;200;;12;;90;;;785;2,81;;900;90;363;120;883;813;0,43;322;34,3;;;;121;21;;;
47;3,4;2,69;0,01;0,02;0,044;0,19;0,73;0,87;0,23;0,04;0,015;0,007;;;200;;;;95;80;20;780;7,1;;900;90;250;60;1520;1410;1,8;371;58;;;;;;;;
47;3,4;2,69;0,01;0,02;0,044;0,19;0,73;0,87;0,23;0,04;0,015;0,007;;;200;;;;95;80;20;780;7,1;;900;90;325;90;1263;880;3,9;474;49;;;;;;;;
47;3,4;2,69;0,01;0,02;0,044;0,19;0,73;0,87;0,23;0,04;0,015;0,007;;;200;;;;95;80;20;780;7,1;;900;90;375;90;1075;695;7,1;392;42;;;;;;;;
47;3,4;2,69;0,01;0,02;0,044;0,19;0,73;0,87;0,23;0,04;0,015;0,007;;;200;;;;95;80;20;780;7,1;;900;90;425;60;862;565;9,2;346;37;;;;;;;;
49;3,45;2,82;0,019;0,032;0,041;0,061;;;;;;;;;37;;44;;;;;;;;930;60;420;30;1104;790;14,7;259;26;;;;;;;;29,4
49;3,45;2,82;0,019;0,032;0,041;0,061;;;;;;;;;37;;44;;;;;;;;930;60;420;60;1130;817;10,5;265;27;;;;;;;;27,2
49;3,45;2,82;0,019;0,032;0,041;0,061;;;;;;;;;37;;44;;;;;;;;930;60;420;120;1145;835;8,8;279;29;;;;;;;;16,8
49;3,45;2,82;0,019;0,032;0,041;0,061;;;;;;;;;37;;44;;;;;;;;930;60;420;180;1194;860;7,8;295;31;;;;;;;;2,1
50;3,58;2,52;0,0125;0,031;0,0415;0,2;;0,64;;;;;;;77,5;;34,5;;75;;;;;;900;90;300;180;1340;1191;0,97;424;45;;;;130;21;;;
50;3,58;2,52;0,0125;0,031;0,0415;0,2;;0,64;;;;;;;77,5;;34,5;;75;;;;;;900;90;360;120;1094;914;3,86;354;38;;;;146;21;;;
51;3,54;2,81;0,009;0,031;0,05;0,43;1,52;0,56;0,3;0,3;;;;;;;;;;;;;;;816;120;260;120;1269;1155;;;;;;;;;;;12
51;3,54;2,81;0,009;0,031;0,05;0,43;1,52;0,56;0,3;0,3;;;;;;;;;;;;;;;816;120;288;120;1277;1185;;;;;;;;;;;13,5
51;3,54;2,81;0,009;0,031;0,05;0,43;1,52;0,56;0,3;0,3;;;;;;;;;;;;;;;816;120;302;120;1324;995;;;;;;;;;;;13
51;3,54;2,81;0,009;0,031;0,05;0,43;1,52;0,56;0,3;0,3;;;;;;;;;;;;;;;816;120;316;120;1208;840;;;;;;;;;;;16
51;3,54;2,81;0,009;0,031;0,05;0,43;1,52;0,56;0,3;0,3;;;;;;;;;;;;;;;816;120;357;120;800;744;;;;;;;;;;;30
51;3,54;2,81;0,009;0,031;0,05;0,43;1,52;0,56;0,3;0,3;;;;;;;;;;;;;;;816;120;385;120;706;595;;;;;;;;;;;28
51;3,54;2,81;0,009;0,031;0,05;0,43;1,52;0,56;0,3;0,3;;;;;;;;;;;;;;;871;120;260;120;1082;1104;;;;;;;;;;;11
51;3,54;2,81;0,009;0,031;0,05;0,43;1,52;0,56;0,3;0,3;;;;;;;;;;;;;;;871;120;288;120;1234;1075;;;;;;;;;;;12
51;3,54;2,81;0,009;0,031;0,05;0,43;1,52;0,56;0,3;0,3;;;;;;;;;;;;;;;871;120;302;120;1164;1015;;;;;;;;;;;16
51;3,54;2,81;0,009;0,031;0,05;0,43;1,52;0,56;0,3;0,3;;;;;;;;;;;;;;;871;120;316;120;1048;1039;;;;;;;;;;;17
51;3,54;2,81;0,009;0,031;0,05;0,43;1,52;0,56;0,3;0,3;;;;;;;;;;;;;;;871;120;357;120;777;731;;;;;;;;;;;34
51;3,54;2,81;0,009;0,031;0,05;0,43;1,52;0,56;0,3;0,3;;;;;;;;;;;;;;;871;120;385;120;738;654;;;;;;;;;;;40
51;3,54;2,81;0,009;0,031;0,05;0,43;1,52;0,56;0,3;0,3;;;;;;;;;;;;;;;927;120;260;120;1082;819;;;;;;;;;;;20
51;3,54;2,81;0,009;0,031;0,05;0,43;1,52;0,56;0,3;0,3;;;;;;;;;;;;;;;927;120;288;120;1234;917;;;;;;;;;;;17
51;3,54;2,81;0,009;0,031;0,05;0,43;1,52;0,56;0,3;0,3;;;;;;;;;;;;;;;927;120;302;120;1164;994;;;;;;;;;;;19
51;3,54;2,81;0,009;0,031;0,05;0,43;1,52;0,56;0,3;0,3;;;;;;;;;;;;;;;927;120;316;120;1048;802;;;;;;;;;;;26
51;3,54;2,81;0,009;0,031;0,05;0,43;1,52;0,56;0,3;0,3;;;;;;;;;;;;;;;927;120;357;120;777;610;;;;;;;;;;;43
51;3,54;2,81;0,009;0,031;0,05;0,43;1,52;0,56;0,3;0,3;;;;;;;;;;;;;;;927;120;385;120;738;558;;;;;;;;;;;40
51;3,54;2,81;0,009;0,031;0,05;0,43;1,52;0,56;0,3;0,3;;;;;;;;;;;;;;;982;120;260;120;883;681;;;;;;;;;;;31
51;3,54;2,81;0,009;0,031;0,05;0,43;1,52;0,56;0,3;0,3;;;;;;;;;;;;;;;982;120;288;120;1146;878;;;;;;;;;;;25,5
51;3,54;2,81;0,009;0,031;0,05;0,43;1,52;0,56;0,3;0,3;;;;;;;;;;;;;;;982;120;302;120;1182;897;;;;;;;;;;;27
51;3,54;2,81;0,009;0,031;0,05;0,43;1,52;0,56;0,3;0,3;;;;;;;;;;;;;;;982;120;316;120;941;763;;;;;;;;;;;29
51;3,54;2,81;0,009;0,031;0,05;0,43;1,52;0,56;0,3;0,3;;;;;;;;;;;;;;;982;120;357;120;754;530;;;;;;;;;;;41
51;3,54;2,81;0,009;0,031;0,05;0,43;1,52;0,56;0,3;0,3;;;;;;;;;;;;;;;982;120;385;120;685;479;;;;;;;;;;;46
52/80;;;;;;0,28;0,53;0,9;;;;;;;150;;;4;100;;;;;;900;120;260;120;1655;1520;2;;;;;;;;;;
52/80;;;;;;0,28;0,53;0,9;;;;;;;150;;;4;100;;;;;;900;120;290;120;1527;1470;2,4;;;;;;;;;;
52/80;;;;;;0,28;0,53;0,9;;;;;;;150;;;4;100;;;;;;900;120;320;90;1290;1200;6,7;;;;;;;;;;
52/80;;;;;;0,28;0,53;0,9;;;;;;;150;;;4;100;;;;;;900;120;360;90;1116;894;9,6;;;;;;;;;;
52/80;;;;;;0,28;0,53;0,9;;;;;;;150;;;4;100;;;;;;900;120;390;90;1097;815;10,8;;;;;;;;;;
