Nr źródła;C [%];Si [%];S [%];P [%];Mg [%];Mn [%];Ni [%];Cu [%];Mo [%];Cr [%];Al [%];Sn [%];B [%];V [%];Wydzielenia grafitu [mm-2];Udział wydzieleń grafitu [%];Średnica sferoidów [μm];Wielkość sferoidów;Nodularity [%];Udział perlitu [%];Udział ferrytu [%];Rm [MPa] (as cast);A5 [%]     (as cast);Minimalna grubość ścianki [mm];Temperatura austenityzacji [˚C];Czas austenityzacji [min.];Temperatura przemiany izotermicznej [˚C];Czas przemiany izotermicznej [min.];Rm [MPa];R0,2 [MPa];A5 [%];Twardość Brinella [HB];Twardość Rockwella [HRC];Twardość Rockwella [HRA];Twardość Rockwella [HRB];Twardość Vickersa [HV];Udarność Charpy [J];Temperatura pomiaru udarności [˚C];Udział austenitu %;Martensite volume fraction Xα';Retained austenite volume fraction XγR 
53;3,47;3,07;0,03;0,02;;0,22;0,52;;0,01;;;;;;;;;;;;;;;;900;120;300;120;;;;350;;;;;;;;;
53;3,47;3,07;0,03;0,02;;0,22;0,52;;0,01;;;;;;;;;;;;;;;;900;120;340;120;;;;315;;;;;;;;;
53;3,47;3,07;0,03;0,02;;0,22;0,52;;0,01;;;;;;;;;;;;;;;;900;120;380;120;;;;285;;;;;;;;;
53;3,17;3,18;0,01;0,02;;0,22;1,12;;0,01;;;;;;;;;;;;;;;;900;120;300;120;;;;360;;;;;;;;;
53;3,17;3,18;0,01;0,02;;0,22;1,12;;0,01;;;;;;;;;;;;;;;;900;120;340;120;;;;320;;;;;;;;;
53;3,17;3,18;0,01;0,02;;0,22;1,12;;0,01;;;;;;;;;;;;;;;;900;120;380;120;;;;290;;;;;;;;;
54;3,4;2,41;0,017;0,015;0,064;0,15;0,001;0;0,001;;;;;;;;;;;;;;;25,4;927;120;400;120;585;480;;;;;;;;;;;
54;3,4;2,41;0,017;0,015;0,064;0,15;0,001;0;0,001;;;;;;;;;;;;;;;25,4;927;120;385;120;701;636;;;;;;;;;;;
54;3,4;2,41;0,017;0,015;0,064;0,15;0,001;0;0,001;;;;;;;;;;;;;;;25,4;927;120;371;120;1062;861;10,5;;;;;;;;;;
54;3,4;2,41;0,017;0,015;0,064;0,15;0,001;0;0,001;;;;;;;;;;;;;;;25,4;927;120;357;120;1105;946;;;;;;;;;;;
54;3,4;2,41;0,017;0,015;0,064;0,15;0,001;0;0,001;;;;;;;;;;;;;;;25,4;927;120;343;120;1185;989;;;;;;;;;;;
54;3,4;2,41;0,017;0,015;0,064;0,15;0,001;0;0,001;;;;;;;;;;;;;;;25,4;927;120;330;120;1277;1081;;;;;;;;;;;
54;3,4;2,41;0,017;0,015;0,064;0,15;0,001;0;0,001;;;;;;;;;;;;;;;25,4;927;120;316;120;1326;1154;;;;;;;;;;;
54;3,4;2,41;0,017;0,015;0,064;0,15;0,001;0;0,001;;;;;;;;;;;;;;;25,4;927;120;288;120;1470;1302;3,1;;;;;;;;;;
54;3,4;2,41;0,017;0,015;0,064;0,15;0,001;0;0,001;;;;;;;;;;;;;;;25,4;927;120;273;120;1522;1373;;;;;;;;;;;
54;3,4;2,41;0,017;0,015;0,064;0,15;0,001;0;0,001;;;;;;;;;;;;;;;25,4;927;120;260;120;1528;1410;1,9;;;;;;;;;;
55/77;3,45;2,48;0,012;0,013;0,05;0,4;1,5;;0,5;;;;;;;;;;;;;;;;927;120;260;120;1598,1;1210;3,2;;;;;;;;12;;
55/77;3,45;2,48;0,012;0,013;0,05;0,4;1,5;;0,5;;;;;;;;;;;;;;;;927;120;274;120;1530,4;1185;4,2;;;;;;;;13;;
55/77;3,45;2,48;0,012;0,013;0,05;0,4;1,5;;0,5;;;;;;;;;;;;;;;;927;120;288;120;1505;1180;4,8;;;;;;;;14,5;;
55/77;3,45;2,48;0,012;0,013;0,05;0,4;1,5;;0,5;;;;;;;;;;;;;;;;927;120;302;120;1404,9;1161;6,8;;;;;;;;14,5;;
55/77;3,45;2,48;0,012;0,013;0,05;0,4;1,5;;0,5;;;;;;;;;;;;;;;;927;120;316;120;1366,6;1099;8,1;;;;;;;;20;;
55/77;3,45;2,48;0,012;0,013;0,05;0,4;1,5;;0,5;;;;;;;;;;;;;;;;927;120;329;120;1230,3;950;11,1;;;;;;;;25,5;;
55/77;3,45;2,48;0,012;0,013;0,05;0,4;1,5;;0,5;;;;;;;;;;;;;;;;927;120;343;120;1194,7;911;12,7;;;;;;;;29,5;;
55/77;3,45;2,48;0,012;0,013;0,05;0,4;1,5;;0,5;;;;;;;;;;;;;;;;927;120;357;120;1053,9;794;14,4;;;;;;;;31,4;;
55/77;3,45;2,48;0,012;0,013;0,05;0,4;1,5;;0,5;;;;;;;;;;;;;;;;927;120;371;120;1034,4;731;15,5;;;;;;;;33;;
55/77;3,45;2,48;0,012;0,013;0,05;0,4;1,5;;0,5;;;;;;;;;;;;;;;;927;120;385;120;1080,3;647;19,9;;;;;;;;35;;
55/77;3,45;2,48;0,012;0,013;0,05;0,4;1,5;;0,5;;;;;;;;;;;;;;;;927;120;399;120;1015,4;592;15;;;;;;;;36,5;;
56;3,14;2,6;0,03;0,01;;0,34;0,39;0,8;0,23;;;;;;;;;;;;;;;;920;80;400;90;;;;;;;;;;;43,2;;
56;3,14;2,6;0,03;0,01;;0,34;0,39;0,8;0,23;;;;;;;;;;;;;;;;920;80;400;90;;;;;;;;;;;35,79;;
56;3,14;2,6;0,03;0,01;;0,34;0,39;0,8;0,23;;;;;;;;;;;;;;;;920;80;400;90;;;;;;;;;;;44,05;;
57;3,5;2,5;;;0,03;;1,1;0,6;0,23;;;;;;;;;;;;;;;;900;120;315;30;;;;487;;;;;17;21;;;12
57;3,5;2,5;;;0,03;;1,1;0,6;0,23;;;;;;;;;;;;;;;;900;120;315;60;1155;1050;1;463;;;;;45;21;;;15
57;3,5;2,5;;;0,03;;1,1;0,6;0,23;;;;;;;;;;;;;;;;900;120;315;120;1325;1145;1,5;465;;;;;60;21;;;17
57;3,5;2,5;;;0,03;;1,1;0,6;0,23;;;;;;;;;;;;;;;;900;120;315;180;1400;1183;2,5;467;;;;;71;21;;;22,5
57;3,5;2,5;;;0,03;;1,1;0,6;0,23;;;;;;;;;;;;;;;;900;120;315;240;1375;1200;2,4;468;;;;;68;21;;;22
57;3,5;2,5;;;0,03;;1,1;0,6;0,23;;;;;;;;;;;;;;;;900;120;315;360;;;;470;;;;;65;21;;;20
57;3,5;2,5;;;0,03;;1,1;0,6;0,23;;;;;;;;;;;;;;;;900;120;350;30;;;;390;;;;;25;21;;;33
57;3,5;2,5;;;0,03;;1,1;0,6;0,23;;;;;;;;;;;;;;;;900;120;350;60;800;580;2,35;335;;;;;70;21;;;37
57;3,5;2,5;;;0,03;;1,1;0,6;0,23;;;;;;;;;;;;;;;;900;120;350;120;830;600;3,4;315;;;;;110;21;;;41
57;3,5;2,5;;;0,03;;1,1;0,6;0,23;;;;;;;;;;;;;;;;900;120;350;180;860;612;4,7;310;;;;;115;21;;;44
57;3,5;2,5;;;0,03;;1,1;0,6;0,23;;;;;;;;;;;;;;;;900;120;350;240;855;620;4,2;310;;;;;111;21;;;40,5
57;3,5;2,5;;;0,03;;1,1;0,6;0,23;;;;;;;;;;;;;;;;900;120;350;360;;;;315;;;;;105;21;;;25
58;3,65;2,76;0,014;0,016;0,045;0,36;0,9;0,6;;;;;;;;;;;;;;;;;900;90;320;120;1262;;9,6;;;;;;125;21;;;18,2
58;3,65;2,76;0,014;0,016;0,045;0,36;0,9;0,6;;;;;;;;;;;;;;;;;900;90;360;120;1142;;13,8;;;;;;157;21;;;27,7
58;3,51;2,45;0,01;0,017;0,036;0,3;0;0;;;;;;;;;;;;;;;;;900;90;320;120;1391;;4,42;;;;;;63;21;;;13,2
58;3,51;2,45;0,01;0,017;0,036;0,3;0;0;;;;;;;;;;;;;;;;;900;90;360;120;1169;;7,1;;;;;;148;21;;;21,6
60;3,69;2,47;0,01;0,05;0,037;0,28;;0,32;;;;;;;;;;;;;;;;;930;120;325;120;1115;1005;1;400;;;;;;;;;
60;3,69;2,47;0,01;0,05;0,037;0,28;;0,32;;;;;;;;;;;;;;;;;930;120;300;120;1160;1085;1;430;;;;;;;;;
60;3,69;2,47;0,01;0,05;0,037;0,28;;0,32;;;;;;;;;;;;;;;;;930;120;325;60;1025;700;1;380;;;;;;;;;
60;3,69;2,47;0,01;0,05;0,037;0,28;;0,32;;;;;;;;;;;;;;;;;930;120;300;60;1075;1000;1;430;;;;;;;;;
61;3,52;2,6;0,01;0,01;;0,2;;0,73;0,2;;;;;;;;;;;;;;;;900;45;370;60;942;761;;;;;;;;;36;;
61;3,52;2,6;0,01;0,01;;0,2;;0,73;0,2;;;;;;;;;;;;;;;;900;45;340;60;1108;1063;;;;;;;;;29;;
61;3,52;2,6;0,01;0,01;;0,2;;0,73;0,2;;;;;;;;;;;;;;;;900;45;300;60;1230;1189;;;;;;;;;18;;
61;3,52;2,6;0,01;0,01;;0,2;;0,73;0,2;;;;;;;;;;;;;;;;900;45;270;60;;;;;;;;;;;10;;
62;3,46;2,48;0,01;0,02;0,043;0,39;;0,8;;;;;;;;;;;;;;;;;910;120;350;180;1070;;7,6;391;;;;;;;39,9;;
62;3,46;2,48;0,01;0,02;0,043;0,39;;0,8;;;;;;;;;;;;;;;;;910;120;320;180;1275;;6,68;342;;;;;;;34,4;;
62;3,46;2,48;0,01;0,02;0,043;0,39;;0,8;;;;;;;;;;;;;;;;;910;120;290;180;1455;;5;308;;;;;;;32,8;;
64;3,51;2,59;0,01;0,01;0,06;0,28;0,68;;0,15;;;;;;;;;;;;;;;;;120;;300;;;;;;;;;;;28,9;;
64;3,51;2,59;0,01;0,01;0,06;0,28;0,68;;0,15;;;;;;;;;;;;;;;;;120;;140;;;;;;;;;;;32;;
64;3,51;2,59;0,01;0,01;0,06;0,28;0,68;;0,15;;;;;;;;;;;;;;;;;120;;90;;;;;;;;;;;35,5;;
64;3,51;2,59;0,01;0,01;0,06;0,28;0,68;;0,15;;;;;;;;;;;;;;;;;120;;75;;;;;;;;;;;33;;
64;3,51;2,59;0,01;0,01;0,06;0,28;0,68;;0,15;;;;;;;;;;;;;;;;;120;;48,5;;;;;;;;;;;28;;
64;3,51;2,59;0,01;0,01;0,06;0,28;0,68;;0,15;;;;;;;;;;;;;;;;;120;;33;;;;;;;;;;;32;;
64;3,51;2,59;0,01;0,01;0,06;0,28;0,68;;0,15;;;;;;;;;;;;;;;;;120;;12,5;;;;;;;;;;;31,8;;
66;3,14;2,67;0,003;0,023;;0,07;0,8;0,3;0,25;0,12;;;;;120;;;;;46,3;41;;;;900;120;300;10;850;770;0,5;494;;;;520;20;21;16;35;
66;3,14;2,67;0,003;0,023;;0,07;0,8;0,3;0,25;0,12;;;;;120;;;;;46,3;41;;;;900;120;300;30;1000;850;1;456;;;;480;29;21;21;20;
66;3,14;2,67;0,003;0,023;;0,07;0,8;0,3;0,25;0,12;;;;;120;;;;;46,3;41;;;;900;120;300;60;1150;900;3;390;;;;410;60;21;22,5;7;
66;3,14;2,67;0,003;0,023;;0,07;0,8;0,3;0,25;0,12;;;;;120;;;;;46,3;41;;;;900;120;300;120;1200;950;5;380;;;;400;89;21;27,5;1,5;
66;3,14;2,67;0,003;0,023;;0,07;0,8;0,3;0,25;0,12;;;;;120;;;;;46,3;41;;;;900;120;300;240;1200;960;4;333;;;;350;90;21;30;1;
66;3,14;2,67;0,003;0,023;;0,07;0,8;0,3;0,25;0,12;;;;;120;;;;;46,3;41;;;;900;120;300;360;1100;950;3;352;;;;370;80;21;27,5;0,7;
66;3,14;2,67;0,003;0,023;;0,07;0,8;0,3;0,25;0,12;;;;;120;;;;;46,3;41;;;;900;120;350;10;800;700;1;447;;;;470;30;21;24;45;
66;3,14;2,67;0,003;0,023;;0,07;0,8;0,3;0,25;0,12;;;;;120;;;;;46,3;41;;;;900;120;350;30;920;800;2;395;;;;415;35;21;26;40;
66;3,14;2,67;0,003;0,023;;0,07;0,8;0,3;0,25;0,12;;;;;120;;;;;46,3;41;;;;900;120;350;60;1100;830;3,5;333;;;;350;70;21;32,5;10;
66;3,14;2,67;0,003;0,023;;0,07;0,8;0,3;0,25;0,12;;;;;120;;;;;46,3;41;;;;900;120;350;120;1150;900;6,8;323;;;;340;110;21;34;1,5;
66;3,14;2,67;0,003;0,023;;0,07;0,8;0,3;0,25;0,12;;;;;120;;;;;46,3;41;;;;900;120;350;240;1150;850;5,9;333;;;;350;100;21;35,5;1;
66;3,14;2,67;0,003;0,023;;0,07;0,8;0,3;0,25;0,12;;;;;120;;;;;46,3;41;;;;900;120;350;360;1100;840;3,2;333;;;;350;90;21;32;0,5;
66;3,14;2,67;0,003;0,023;;0,07;0,8;0,3;0,25;0,12;;;;;120;;;;;46,3;41;;;;900;120;400;10;750;650;2;380;;;;400;40;21;26;52;
66;3,14;2,67;0,003;0,023;;0,07;0,8;0,3;0,25;0,12;;;;;120;;;;;46,3;41;;;;900;120;400;30;900;740;2;323;;;;340;50;21;28,5;20;
66;3,14;2,67;0,003;0,023;;0,07;0,8;0,3;0,25;0,12;;;;;120;;;;;46,3;41;;;;900;120;400;60;990;740;3;276;;;;290;90;21;35;5;
66;3,14;2,67;0,003;0,023;;0,07;0,8;0,3;0,25;0,12;;;;;120;;;;;46,3;41;;;;900;120;400;120;1000;750;7;276;;;;290;140;21;38;2;
66;3,14;2,67;0,003;0,023;;0,07;0,8;0,3;0,25;0,12;;;;;120;;;;;46,3;41;;;;900;120;400;240;1000;755;7,7;266;;;;280;120;21;35,5;1;
66;3,14;2,67;0,003;0,023;;0,07;0,8;0,3;0,25;0,12;;;;;120;;;;;46,3;41;;;;900;120;400;360;980;750;5;276;;;;290;90;21;17,5;0,5;
67;3,69;2,53;0,009;0,014;0,045;0,25;1,07;0,47;0,1;;;;;;;;;;;;;;;;900;30;410;120;950;600;7;;;;;;;;48;;
67;3,69;2,53;0,009;0,014;0,045;0,25;1,07;0,47;0,1;;;;;;;;;;;;;;;;900;30;370;120;1080;783;11,5;;;;;;;;42;;
67;3,69;2,53;0,009;0,014;0,045;0,25;1,07;0,47;0,1;;;;;;;;;;;;;;;;900;30;300;120;1450;1182;5;;;;;;;;24;;
68;3,47;2,31;0,007;0,1;;0,82;;;;;;;;;;;;;;85;15;572;6,7;;900;60;200;15;;;;;;;;;;;16,3;;
68;3,47;2,31;0,007;0,1;;0,82;;;;;;;;;;;;;;85;15;572;6,7;;900;60;200;30;;;;;;;;;;;12,3;;
68;3,47;2,31;0,007;0,1;;0,82;;;;;;;;;;;;;;85;15;572;6,7;;900;60;200;60;;;;;;;;;;;15,8;;
68;3,47;2,31;0,007;0,1;;0,82;;;;;;;;;;;;;;85;15;572;6,7;;900;60;200;240;;;;;;;;;;;31,4;;
68;3,47;2,31;0,007;0,1;;0,82;;;;;;;;;;;;;;85;15;572;6,7;;900;60;250;15;;;;;;;;;;;13,1;;
68;3,47;2,31;0,007;0,1;;0,82;;;;;;;;;;;;;;85;15;572;6,7;;900;60;250;30;;;;;;;;;;;14,5;;
68;3,47;2,31;0,007;0,1;;0,82;;;;;;;;;;;;;;85;15;572;6,7;;900;60;250;60;;;;;;;;;;;30,7;;
68;3,47;2,31;0,007;0,1;;0,82;;;;;;;;;;;;;;85;15;572;6,7;;900;60;250;240;;;;;;;;;;;21,8;;
68;3,47;2,31;0,007;0,1;;0,82;;;;;;;;;;;;;;85;15;572;6,7;;900;60;300;15;;;;;;;;;;;33,3;;
68;3,47;2,31;0,007;0,1;;0,82;;;;;;;;;;;;;;85;15;572;6,7;;900;60;300;30;;;;;;;;;;;35,6;;
68;3,47;2,31;0,007;0,1;;0,82;;;;;;;;;;;;;;85;15;572;6,7;;900;60;300;60;;;;;;;;;;;29,6;;
68;3,47;2,31;0,007;0,1;;0,82;;;;;;;;;;;;;;85;15;572;6,7;;900;60;300;240;;;;;;;;;;;23,7;;
68;3,47;2,31;0,007;0,1;;0,82;;;;;;;;;;;;;;85;15;572;6,7;;900;60;350;15;;;;;;;;;;;33,2;;
68;3,47;2,31;0,007;0,1;;0,82;;;;;;;;;;;;;;85;15;572;6,7;;900;60;350;30;;;;;;;;;;;40,9;;
68;3,47;2,31;0,007;0,1;;0,82;;;;;;;;;;;;;;85;15;572;6,7;;900;60;350;60;;;;;;;;;;;33,4;;
68;3,47;2,31;0,007;0,1;;0,82;;;;;;;;;;;;;;85;15;572;6,7;;900;60;350;240;;;;;;;;;;;33,7;;
68;3,47;2,31;0,007;0,1;;0,82;;;;;;;;;;;;;;85;15;572;6,7;;900;60;400;15;;;;;;;;;;;42,1;;
68;3,47;2,31;0,007;0,1;;0,82;;;;;;;;;;;;;;85;15;572;6,7;;900;60;400;30;;;;;;;;;;;47,3;;
68;3,47;2,31;0,007;0,1;;0,82;;;;;;;;;;;;;;85;15;572;6,7;;900;60;400;60;;;;;;;;;;;49,2;;
68;3,47;2,31;0,007;0,1;;0,82;;;;;;;;;;;;;;85;15;572;6,7;;900;60;400;240;;;;;;;;;;;19,6;;
69;3,52;2,63;0,007;0,025;0,037;0,18;0,5;0,77;;;;;;;;;;;;;;;;;950;60;400;31;;;;;;;;;;;;;47
69;3,52;2,63;0,007;0,025;0,037;0,18;0,5;0,77;;;;;;;;;;;;;;;;;950;60;400;41;;;;;;;;;;;;;52
69;3,52;2,63;0,007;0,025;0,037;0,18;0,5;0,77;;;;;;;;;;;;;;;;;950;60;400;80;;;;;;;;;;;;;48
69;3,52;2,63;0,007;0,025;0,037;0,18;0,5;0,77;;;;;;;;;;;;;;;;;950;60;400;114;;;;;;;;;;;;;47
69;3,52;2,63;0,007;0,025;0,037;0,18;0,5;0,77;;;;;;;;;;;;;;;;;950;60;400;151;;;;;;;;;;;;;46
69;3,52;2,63;0,007;0,025;0,037;0,18;0,5;0,77;;;;;;;;;;;;;;;;;900;60;400;18;;;;;;;;;;;;;36
69;3,52;2,63;0,007;0,025;0,037;0,18;0,5;0,77;;;;;;;;;;;;;;;;;900;60;400;27;;;;;;;;;;;;;38
69;3,52;2,63;0,007;0,025;0,037;0,18;0,5;0,77;;;;;;;;;;;;;;;;;900;60;400;50;;;;;;;;;;;;;33
69;3,52;2,63;0,007;0,025;0,037;0,18;0,5;0,77;;;;;;;;;;;;;;;;;900;60;400;80;;;;;;;;;;;;;32
69;3,52;2,63;0,007;0,025;0,037;0,18;0,5;0,77;;;;;;;;;;;;;;;;;900;60;400;110;;;;;;;;;;;;;30
69;3,52;2,63;0,007;0,025;0,037;0,18;0,5;0,77;;;;;;;;;;;;;;;;;850;60;400;9;;;;;;;;;;;;;32
69;3,52;2,63;0,007;0,025;0,037;0,18;0,5;0,77;;;;;;;;;;;;;;;;;850;60;400;15;;;;;;;;;;;;;34
69;3,52;2,63;0,007;0,025;0,037;0,18;0,5;0,77;;;;;;;;;;;;;;;;;850;60;400;30;;;;;;;;;;;;;30
69;3,52;2,63;0,007;0,025;0,037;0,18;0,5;0,77;;;;;;;;;;;;;;;;;850;60;400;50;;;;;;;;;;;;;30
69;3,52;2,63;0,007;0,025;0,037;0,18;0,5;0,77;;;;;;;;;;;;;;;;;850;60;400;75;;;;;;;;;;;;;29
70;3,6;3,09;;;;0,172;;;;;;;;;;;;;;;;;;;982;60;400;300;;;;;;;;;;;36,6;;
70;3,6;3,09;;;;0,172;;;;;;;;;;;;;;;;;;;982;60;400;100;;;;;;;;;;;45;;
70;3,6;3,09;;;;0,172;;;;;;;;;;;;;;;;;;;982;60;400;10;;;;;;;;;;;41,1;;
70;3,6;3,09;;;;0,172;;;;;;;;;;;;;;;;;;;982;60;400;1;;;;;;;;;;;9,7;;
71;3,5;2,8;0,02;0,02;0,04;0,3;1,5;0,5;0,3;;;;;;;;;;;;;;;;950;30;300;120;1170;1100;8,6;;;;;;;;;;31
71;3,5;2,8;0,02;0,02;0,04;0,3;1,5;0,5;0,3;;;;;;;;;;;;;;;;950;30;350;120;960;580;9,5;;;;;;;;;;42
71;3,5;2,8;0,02;0,02;0,04;0,3;1,5;0,5;0,3;;;;;;;;;;;;;;;;950;30;400;120;750;430;10,9;;;;;;;;;;47,7
72;3,43;2,9;0,01;0,01;0,03;0,29;1,2;1,2;;;;;;;275;;;6 i 7;100;;;;;;900;30;355;90;1111;648;15,8;303;32;;;;;;;;
72;3,39;2,9;0,01;0,01;0,03;0,28;1,2;1,1;;;;;;;;;;;;;;;;;900;30;355;60;1075;640;10,2;;;;;;;;;;
72;3,39;2,9;0,01;0,01;0,03;0,28;1,2;1,1;;;;;;;;;;;;;;;;;900;30;355;90;1110;620;11;;;;;;;;;;
72;3,39;2,9;0,01;0,01;0,03;0,28;1,2;1,1;;;;;;;;;;;;;;;;;900;30;355;120;1080;655;15,9;;;;;;;;;;
72;3,39;2,9;0,01;0,01;0,03;0,28;1,2;1,1;;;;;;;;;;;;;;;;;900;30;355;180;1110;650;14,1;;;;;;;;;;
74;3,2;2,95;;;0,056;0,22;0,71;1;0,2;0;;;;;348;;;6 i 7;100;;;;;;910;60;360;90;1180;827;15,5;;;;;;;;;;
74;3,2;2,95;;;0,056;0,22;0,71;1;0,2;0;;;;;225;;;6;100;;;;;;910;60;360;90;1156;857;14,2;;;;;;;;;;
74;3,2;2,95;;;0,056;0,22;0,71;1;0,2;0;;;;;120;;;5;90;;;;;;910;60;360;90;1106;829;9,5;;;;;;;;;;
74;3,26;3;;;0,06;0,23;0,48;0,91;0,11;0;;;;;237;;;6 i 7;100;;;;;;910;60;360;90;1232;810;15;;;;;;;;;;
74;3,26;3;;;0,06;0,23;0,48;0,91;0,11;0;;;;;138;;;6;100;;;;;;910;60;360;90;1255;789;14;;;;;;;;;;
74;3,26;3;;;0,06;0,23;0,48;0,91;0,11;0;;;;;67;;;5;90;;;;;;910;60;360;90;1224;793;11,8;;;;;;;;;;
74;3,1;3,1;;;0,04;0,24;0,49;0,94;0,11;0;;;;;176;;;6 i 7;100;;;;;;910;60;360;90;1199;783;14,5;;;;;;;;;;
74;3,1;3,1;;;0,04;0,24;0,49;0,94;0,11;0;;;;;100;;;6;100;;;;;;910;60;360;90;1200;767;13,4;;;;;;;;;;
74;3,1;3,1;;;0,04;0,24;0,49;0,94;0,11;0;;;;;46;;;5;90;;;;;;910;60;360;90;1199;780;12;;;;;;;;;;
75;3,8;3;;;;;;;0,4;;;;;;;;;;;;;;;;900;60;400;120;918;704;5,2;;;;;;;;;;
75;3,8;3;;;;;1,5;;0,4;;;;;;;;;;;;;;;;900;60;400;120;929;533;7,7;;;;;;;;;;
75;3,8;3;;;;;0,5;;0,4;;;;;;;;;;;;;;;;900;60;370;120;1070;983;1,9;;;;;;;;;;
75;3,8;3;;;;;1;;0,4;;;;;;;;;;;;;;;;900;60;370;120;996;759;7,3;;;;;;;;;;
75;3,8;3;;;;;1,5;;0,4;;;;;;;;;;;;;;;;900;60;370;120;907;693;6,5;;;;;;;;;;
75;3,8;3;;;;0,4;;0,4;0,4;;;;;;;;;;;;;;;;900;60;360;120;1029;702;9;;;;;;;;;;
75;3,8;3;;;;;;;0,4;;;;;;;;;;;;;;;;900;60;340;120;1174;1008;3,9;;;;;;;;;;
75;3,8;3;;;;;0,5;;0,4;;;;;;;;;;;;;;;;900;60;340;120;1169;1038;1,9;;;;;;;;;;
75;3,8;3;;;;;1;;0,4;;;;;;;;;;;;;;;;900;60;340;120;996;809;8,1;;;;;;;;;;
75;3,8;3;;;;;1,5;;0,4;;;;;;;;;;;;;;;;900;60;340;120;947;767;6,1;;;;;;;;;;
75;3,8;3;;;;;;;0,4;;;;;;;;;;;;;;;;900;60;370;60;996;652;6,5;;;;;;;;;;
75;3,8;3;;;;;0,5;;0,4;;;;;;;;;;;;;;;;900;60;370;60;1003;780;6,9;;;;;;;;;;
75;3,8;3;;;;0,4;;0,4;0,4;;;;;;;;;;;;;;;;900;60;370;60;956;609;8,1;;;;;;;;;;
75;3,8;3;;;;0,4;;0,4;0,4;;;;;;;;;;;;;;;;900;60;360;60;991;636;7,7;;;;;;;;;;
75;3,8;3;;;;;1;;0,4;;;;;;;;;;;;;;;;900;60;340;60;1164;1013;4,4;;;;;;;;;;
75;3,8;3;;;;;1,5;;0,4;;;;;;;;;;;;;;;;900;60;340;60;996;756;11,6;;;;;;;;;;
75;3,8;3;;;;;0,5;;0,4;;;;;;;;;;;;;;;;900;60;400;30;987;630;7,6;;;;;;;;;;
75;3,8;3;;;;;1;;0,4;;;;;;;;;;;;;;;;900;60;400;30;942;545;10,2;;;;;;;;;;
75;3,8;3;;;;;0,5;;0,4;;;;;;;;;;;;;;;;900;60;370;30;1019;744;8,5;;;;;;;;;;
75;3,8;3;;;;;1;;0,4;;;;;;;;;;;;;;;;900;60;370;30;964;658;8,8;;;;;;;;;;
75;3,8;3;;;;;1,5;;0,4;;;;;;;;;;;;;;;;900;60;370;30;938;622;7,4;;;;;;;;;;
75;3,8;3;;;;;;;0,4;;;;;;;;;;;;;;;;900;60;340;30;1004;728;4,5;;;;;;;;;;
75;3,8;3;;;;;1,5;;0,4;;;;;;;;;;;;;;;;900;60;340;30;1096;755;9,5;;;;;;;;;;
76;3,5;2,87;0,009;0,025;0;0,61;0,5;0,7;0,137;;;;;;210;;;;;;;;;17;900;90;370;200;1203;858;6,5;327;34,88;;;;;;0;;
76;3,7;2,82;0,004;0,025;0;0,066;0,7;0,7;0,136;;;;;;190;;;;;;;;;17;900;90;370;200;1172;830;5,49;317;33,67;;;;;;1,3;;
76;3,6;2,75;0,007;0,029;0;0,114;1;0,65;0,119;;;;;;171;;;;;;;;;17;900;90;370;200;1186;888;8,04;325;34,6;;;;;;1,75;;
76;3,52;2,8;0,003;0,023;0;0,073;1,03;0,7;0,131;;;;;;180;;;;;;;;;17;900;90;370;200;1110;810;6,47;321;34,14;;;;;;2,33;;
76;3,5;2,6;0,007;0,026;0;0,164;1,12;0,6;0,146;;;;;;164;;;;;;;;;17;900;90;370;200;1154;832;9,31;301;31,84;;;;;;2,2;;
76;3,5;2,87;0,009;0,025;0;0,61;0,5;0,7;0,137;;;;;;213;;;;;;;;;17;900;90;370;180;1169;834;6,8;315;33,37;;;;;;2,11;;
76;3,7;2,82;0,004;0,025;0;0,066;0,7;0,7;0,136;;;;;;193;;;;;;;;;17;900;90;370;180;1149;828;6,88;316;33,55;;;;;;2,53;;
76;3,6;2,75;0,007;0,029;0;0,114;1;0,65;0,119;;;;;;174;;;;;;;;;17;900;90;370;180;1180;867;10;321;34,1;;;;;;8,8;;
76;3,52;2,8;0,003;0,023;0;0,073;1,03;0,7;0,131;;;;;;184;;;;;;;;;17;900;90;370;180;1106;808;6,86;313;33,23;;;;;;5,37;;
76;3,5;2,6;0,007;0,026;0;0,164;1,12;0,6;0,146;;;;;;162;;;;;;;;;17;900;90;370;180;1094;790;10,3;298;31,43;;;;;;6,8;;
76;3,5;2,87;0,009;0,025;0;0,61;0,5;0,7;0,137;;;;;;220;;;;;;;;;17;900;90;370;90;1180;843;7,68;326;34,69;;;;;;9,58;;
76;3,7;2,82;0,004;0,025;0;0,066;0,7;0,7;0,136;;;;;;210;;;;;;;;;17;900;90;370;90;1086;784;6,86;315;33,44;;;;;;11,65;;
76;3,6;2,75;0,007;0,029;0;0,114;1;0,65;0,119;;;;;;185;;;;;;;;;17;900;90;370;90;1149;828;6,7;320;34;;;;;;20,27;;
76;3,52;2,8;0,003;0,023;0;0,073;1,03;0,7;0,131;;;;;;186;;;;;;;;;17;900;90;370;90;1114;813;7,45;310;32,83;;;;;;26,54;;
76;3,5;2,6;0,007;0,026;0;0,164;1,12;0,6;0,146;;;;;;169;;;;;;;;;17;900;90;370;90;1082;782;10,32;297;31,32;;;;;;31,3;;
